HallOfFameRowID,personID,year,votedBy,ballots,needed,votes,inducted,category,needed_note
3239,kaatji01,1991,BBWAA,443.0,333.0,62.0,N,Player,NULL
3240,willsma01,1991,BBWAA,443.0,333.0,61.0,N,Player,NULL
3241,allendi01,1991,BBWAA,443.0,333.0,59.0,N,Player,NULL
3242,boyerke01,1991,BBWAA,443.0,333.0,58.0,N,Player,NULL
3243,torrejo01,1991,BBWAA,443.0,333.0,41.0,N,Player,NULL
3244,bondsbo01,1991,BBWAA,443.0,333.0,39.0,N,Player,NULL
3245,minosmi01,1991,BBWAA,443.0,333.0,38.0,N,Player,NULL
3246,lolicmi01,1991,BBWAA,443.0,333.0,33.0,N,Player,NULL
3247,tiantlu01,1991,BBWAA,443.0,333.0,32.0,N,Player,NULL
3248,pinsova01,1991,BBWAA,443.0,333.0,30.0,N,Player,NULL
3249,munsoth01,1991,BBWAA,443.0,333.0,28.0,N,Player,NULL
3250,staubru01,1991,BBWAA,443.0,333.0,28.0,N,Player,NULL
3251,floodcu01,1991,BBWAA,443.0,333.0,23.0,N,Player,NULL
3252,oliveal01,1991,BBWAA,443.0,333.0,19.0,N,Player,NULL
3253,lylesp01,1991,BBWAA,443.0,333.0,15.0,N,Player,NULL
3254,bowala01,1991,BBWAA,443.0,333.0,11.0,N,Player,NULL
3255,koosmje01,1991,BBWAA,443.0,333.0,4.0,N,Player,NULL
3256,burroje01,1991,BBWAA,443.0,333.0,1.0,N,Player,NULL
3257,hargrmi01,1991,BBWAA,443.0,333.0,1.0,N,Player,NULL
3258,hebneri01,1991,BBWAA,443.0,333.0,1.0,N,Player,NULL
3259,hootobu01,1991,BBWAA,443.0,333.0,1.0,N,Player,NULL
3260,jorgemi01,1991,BBWAA,443.0,333.0,1.0,N,Player,NULL
3261,lowenjo01,1991,BBWAA,443.0,333.0,1.0,N,Player,NULL
3262,valenel01,1991,BBWAA,443.0,333.0,1.0,N,Player,NULL
3263,bailobo01,1991,BBWAA,443.0,333.0,0.0,N,Player,NULL
3264,bumbral01,1991,BBWAA,443.0,333.0,0.0,N,Player,NULL
3265,dauerri01,1991,BBWAA,443.0,333.0,0.0,N,Player,NULL
3266,gamblos01,1991,BBWAA,443.0,333.0,0.0,N,Player,NULL
3267,gurala01,1991,BBWAA,443.0,333.0,0.0,N,Player,NULL
3268,howear01,1991,BBWAA,443.0,333.0,0.0,N,Player,NULL
3269,kisonbr01,1991,BBWAA,443.0,333.0,0.0,N,Player,NULL
3270,rogerst01,1991,BBWAA,443.0,333.0,0.0,N,Player,NULL
3271,wathajo01,1991,BBWAA,443.0,333.0,0.0,N,Player,NULL
3272,zachrpa01,1991,BBWAA,443.0,333.0,0.0,N,Player,NULL
3273,zahnge01,1991,BBWAA,443.0,333.0,0.0,N,Player,NULL
3274,lazzeto01,1991,Veterans,NULL,NULL,NULL,Y,Player,NULL
3275,veeckbi99,1991,Veterans,NULL,NULL,NULL,Y,Pioneer/Executive,NULL
3276,seaveto01,1992,BBWAA,430.0,323.0,425.0,Y,Player,NULL
3277,fingero01,1992,BBWAA,430.0,323.0,349.0,Y,Player,NULL
3278,cepedor01,1992,BBWAA,430.0,323.0,246.0,N,Player,NULL
3279,perezto01,1992,BBWAA,430.0,323.0,215.0,N,Player,NULL
3280,mazerbi01,1992,BBWAA,430.0,323.0,182.0,N,Player,NULL
3281,olivato01,1992,BBWAA,430.0,323.0,175.0,N,Player,NULL
3282,santoro01,1992,BBWAA,430.0,323.0,136.0,N,Player,NULL
3283,kaatji01,1992,BBWAA,430.0,323.0,114.0,N,Player,NULL
3284,willsma01,1992,BBWAA,430.0,323.0,110.0,N,Player,NULL
3285,boyerke01,1992,BBWAA,430.0,323.0,71.0,N,Player,NULL
3286,allendi01,1992,BBWAA,430.0,323.0,69.0,N,Player,NULL
3287,minosmi01,1992,BBWAA,430.0,323.0,69.0,N,Player,NULL
3288,torrejo01,1992,BBWAA,430.0,323.0,62.0,N,Player,NULL
3289,tiantlu01,1992,BBWAA,430.0,323.0,50.0,N,Player,NULL
3290,lolicmi01,1992,BBWAA,430.0,323.0,45.0,N,Player,NULL
3291,floodcu01,1992,BBWAA,430.0,323.0,42.0,N,Player,NULL
3292,rosepe01,1992,BBWAA,430.0,323.0,41.0,N,Player,NULL
3293,bondsbo01,1992,BBWAA,430.0,323.0,40.0,N,Player,NULL
3294,pinsova01,1992,BBWAA,430.0,323.0,36.0,N,Player,NULL
3295,munsoth01,1992,BBWAA,430.0,323.0,32.0,N,Player,NULL
3296,staubru01,1992,BBWAA,430.0,323.0,26.0,N,Player,NULL
3297,fostege01,1992,BBWAA,430.0,323.0,24.0,N,Player,NULL
3298,bluevi01,1992,BBWAA,430.0,323.0,23.0,N,Player,NULL
3299,grichbo01,1992,BBWAA,430.0,323.0,11.0,N,Player,NULL
3300,bakerdu01,1992,BBWAA,430.0,323.0,4.0,N,Player,NULL
3301,kingmda01,1992,BBWAA,430.0,323.0,3.0,N,Player,NULL
3302,russebi01,1992,BBWAA,430.0,323.0,3.0,N,Player,NULL
3303,cedence01,1992,BBWAA,430.0,323.0,2.0,N,Player,NULL
3304,yeagest01,1992,BBWAA,430.0,323.0,2.0,N,Player,NULL
3305,harrato01,1992,BBWAA,430.0,323.0,1.0,N,Player,NULL
3306,leonade01,1992,BBWAA,430.0,323.0,1.0,N,Player,NULL
3307,dennyjo01,1992,BBWAA,430.0,323.0,0.0,N,Player,NULL
3308,forscke01,1992,BBWAA,430.0,323.0,0.0,N,Player,NULL
3309,maddoga01,1992,BBWAA,430.0,323.0,0.0,N,Player,NULL
3310,oglivbe01,1992,BBWAA,430.0,323.0,0.0,N,Player,NULL
3311,thomago01,1992,BBWAA,430.0,323.0,0.0,N,Player,NULL
3312,vuckope01,1992,BBWAA,430.0,323.0,0.0,N,Player,NULL
3313,mcgowbi99,1992,Veterans,NULL,NULL,NULL,Y,Umpire,NULL
3314,newhoha01,1992,Veterans,NULL,NULL,NULL,Y,Player,NULL
3315,jacksre01,1993,BBWAA,423.0,318.0,396.0,Y,Player,NULL
3316,niekrph01,1993,BBWAA,423.0,318.0,278.0,N,Player,NULL
3317,cepedor01,1993,BBWAA,423.0,318.0,252.0,N,Player,NULL
3318,perezto01,1993,BBWAA,423.0,318.0,233.0,N,Player,NULL
3319,garvest01,1993,BBWAA,423.0,318.0,176.0,N,Player,NULL
3320,olivato01,1993,BBWAA,423.0,318.0,157.0,N,Player,NULL
3321,santoro01,1993,BBWAA,423.0,318.0,155.0,N,Player,NULL
3322,kaatji01,1993,BBWAA,423.0,318.0,125.0,N,Player,NULL
3323,allendi01,1993,BBWAA,423.0,318.0,70.0,N,Player,NULL
3324,boyerke01,1993,BBWAA,423.0,318.0,69.0,N,Player,NULL
3325,minosmi01,1993,BBWAA,423.0,318.0,67.0,N,Player,NULL
3326,torrejo01,1993,BBWAA,423.0,318.0,63.0,N,Player,NULL
3327,tiantlu01,1993,BBWAA,423.0,318.0,62.0,N,Player,NULL
3328,bondsbo01,1993,BBWAA,423.0,318.0,45.0,N,Player,NULL
3329,lolicmi01,1993,BBWAA,423.0,318.0,43.0,N,Player,NULL
3330,munsoth01,1993,BBWAA,423.0,318.0,40.0,N,Player,NULL
3331,pinsova01,1993,BBWAA,423.0,318.0,38.0,N,Player,NULL
3332,bluevi01,1993,BBWAA,423.0,318.0,37.0,N,Player,NULL
3333,floodcu01,1993,BBWAA,423.0,318.0,36.0,N,Player,NULL
3334,staubru01,1993,BBWAA,423.0,318.0,32.0,N,Player,NULL
3335,fostege01,1993,BBWAA,423.0,318.0,29.0,N,Player,NULL
3336,madlobi01,1993,BBWAA,423.0,318.0,19.0,N,Player,NULL
3337,rosepe01,1993,BBWAA,423.0,318.0,14.0,N,Player,NULL
3338,ceyro01,1993,BBWAA,423.0,318.0,8.0,N,Player,NULL
3339,decindo01,1993,BBWAA,423.0,318.0,2.0,N,Player,NULL
3340,lopesda01,1993,BBWAA,423.0,318.0,2.0,N,Player,NULL
3341,thornan01,1993,BBWAA,423.0,318.0,2.0,N,Player,NULL
3342,campbbi02,1993,BBWAA,423.0,318.0,1.0,N,Player,NULL
3343,burleri01,1993,BBWAA,423.0,318.0,0.0,N,Player,NULL
3344,coopece01,1993,BBWAA,423.0,318.0,0.0,N,Player,NULL
3345,matthga01,1993,BBWAA,423.0,318.0,0.0,N,Player,NULL
3346,mcraeha01,1993,BBWAA,423.0,318.0,0.0,N,Player,NULL
3347,porteda02,1993,BBWAA,423.0,318.0,0.0,N,Player,NULL
3348,carltst01,1994,BBWAA,456.0,342.0,436.0,Y,Player,NULL
3349,cepedor01,1994,BBWAA,456.0,342.0,335.0,N,Player,NULL
3350,niekrph01,1994,BBWAA,456.0,342.0,273.0,N,Player,NULL
3351,perezto01,1994,BBWAA,456.0,342.0,263.0,N,Player,NULL
3352,suttodo01,1994,BBWAA,456.0,342.0,259.0,N,Player,NULL
3353,garvest01,1994,BBWAA,456.0,342.0,166.0,N,Player,NULL
3354,olivato01,1994,BBWAA,456.0,342.0,158.0,N,Player,NULL
3355,santoro01,1994,BBWAA,456.0,342.0,150.0,N,Player,NULL
3356,suttebr01,1994,BBWAA,456.0,342.0,109.0,N,Player,NULL
3357,kaatji01,1994,BBWAA,456.0,342.0,98.0,N,Player,NULL
3358,allendi01,1994,BBWAA,456.0,342.0,66.0,N,Player,NULL
3359,boyerke01,1994,BBWAA,456.0,342.0,54.0,N,Player,NULL
3360,torrejo01,1994,BBWAA,456.0,342.0,53.0,N,Player,NULL
3361,pinsova01,1994,BBWAA,456.0,342.0,46.0,N,Player,NULL
3362,minosmi01,1994,BBWAA,456.0,342.0,45.0,N,Player,NULL
3363,tiantlu01,1994,BBWAA,456.0,342.0,42.0,N,Player,NULL
3364,floodcu01,1994,BBWAA,456.0,342.0,39.0,N,Player,NULL
3365,nettlgr01,1994,BBWAA,456.0,342.0,38.0,N,Player,NULL
3366,bondsbo01,1994,BBWAA,456.0,342.0,37.0,N,Player,NULL
3367,staubru01,1994,BBWAA,456.0,342.0,36.0,N,Player,NULL
3368,conceda01,1994,BBWAA,456.0,342.0,31.0,N,Player,NULL
3369,munsoth01,1994,BBWAA,456.0,342.0,31.0,N,Player,NULL
3370,guidrro01,1994,BBWAA,456.0,342.0,24.0,N,Player,NULL
3371,lolicmi01,1994,BBWAA,456.0,342.0,23.0,N,Player,NULL
3372,rosepe01,1994,BBWAA,456.0,342.0,19.0,N,Player,NULL
3373,simmote01,1994,BBWAA,456.0,342.0,17.0,N,Player,NULL
3374,fostege01,1994,BBWAA,456.0,342.0,16.0,N,Player,NULL
3375,bluevi01,1994,BBWAA,456.0,342.0,14.0,N,Player,NULL
3376,baylodo01,1994,BBWAA,456.0,342.0,12.0,N,Player,NULL
3377,niekrjo01,1994,BBWAA,456.0,342.0,6.0,N,Player,NULL
3378,cruzjo01,1994,BBWAA,456.0,342.0,2.0,N,Player,NULL
3379,garneph01,1994,BBWAA,456.0,342.0,2.0,N,Player,NULL
3380,parrila01,1994,BBWAA,456.0,342.0,2.0,N,Player,NULL
3381,knighra01,1994,BBWAA,456.0,342.0,1.0,N,Player,NULL
3382,chambch01,1994,BBWAA,456.0,342.0,0.0,N,Player,NULL
3383,hendrge01,1994,BBWAA,456.0,342.0,0.0,N,Player,NULL
3384,hornebo01,1994,BBWAA,456.0,342.0,0.0,N,Player,NULL
3385,mcgresc01,1994,BBWAA,456.0,342.0,0.0,N,Player,NULL
3386,sotoma01,1994,BBWAA,456.0,342.0,0.0,N,Player,NULL
3387,durocle01,1994,Veterans,NULL,NULL,NULL,Y,Manager,NULL
3388,rizzuph01,1994,Veterans,NULL,NULL,NULL,Y,Player,NULL
3389,schmimi01,1995,BBWAA,460.0,345.0,444.0,Y,Player,NULL
3390,niekrph01,1995,BBWAA,460.0,345.0,286.0,N,Player,NULL
3391,suttodo01,1995,BBWAA,460.0,345.0,264.0,N,Player,NULL
3392,perezto01,1995,BBWAA,460.0,345.0,259.0,N,Player,NULL
3393,garvest01,1995,BBWAA,460.0,345.0,196.0,N,Player,NULL
3394,olivato01,1995,BBWAA,460.0,345.0,149.0,N,Player,NULL
3395,santoro01,1995,BBWAA,460.0,345.0,139.0,N,Player,NULL
3396,riceji01,1995,BBWAA,460.0,345.0,137.0,N,Player,NULL
3397,suttebr01,1995,BBWAA,460.0,345.0,137.0,N,Player,NULL
3398,kaatji01,1995,BBWAA,460.0,345.0,100.0,N,Player,NULL
3399,johnto01,1995,BBWAA,460.0,345.0,98.0,N,Player,NULL
3400,allendi01,1995,BBWAA,460.0,345.0,72.0,N,Player,NULL
3401,minosmi01,1995,BBWAA,460.0,345.0,66.0,N,Player,NULL
3402,floodcu01,1995,BBWAA,460.0,345.0,59.0,N,Player,NULL
3403,torrejo01,1995,BBWAA,460.0,345.0,50.0,N,Player,NULL
3404,tiantlu01,1995,BBWAA,460.0,345.0,45.0,N,Player,NULL
3405,conceda01,1995,BBWAA,460.0,345.0,43.0,N,Player,NULL
3406,bondsbo01,1995,BBWAA,460.0,345.0,35.0,N,Player,NULL
3407,pinsova01,1995,BBWAA,460.0,345.0,32.0,N,Player,NULL
3408,munsoth01,1995,BBWAA,460.0,345.0,30.0,N,Player,NULL
3409,nettlgr01,1995,BBWAA,460.0,345.0,28.0,N,Player,NULL
3410,bluevi01,1995,BBWAA,460.0,345.0,26.0,N,Player,NULL
3411,lolicmi01,1995,BBWAA,460.0,345.0,26.0,N,Player,NULL
3412,guidrro01,1995,BBWAA,460.0,345.0,25.0,N,Player,NULL
3413,staubru01,1995,BBWAA,460.0,345.0,23.0,N,Player,NULL
3414,fostege01,1995,BBWAA,460.0,345.0,19.0,N,Player,NULL
3415,baylodo01,1995,BBWAA,460.0,345.0,12.0,N,Player,NULL
3416,bellbu01,1995,BBWAA,460.0,345.0,8.0,N,Player,NULL
3417,evansda01,1995,BBWAA,460.0,345.0,8.0,N,Player,NULL
3418,tekulke01,1995,BBWAA,460.0,345.0,6.0,N,Player,NULL
3419,forscbo01,1995,BBWAA,460.0,345.0,2.0,N,Player,NULL
3420,hernawi01,1995,BBWAA,460.0,345.0,2.0,N,Player,NULL
3421,krukomi01,1995,BBWAA,460.0,345.0,1.0,N,Player,NULL
3422,speiech01,1995,BBWAA,460.0,345.0,1.0,N,Player,NULL
3423,sundbji01,1995,BBWAA,460.0,345.0,1.0,N,Player,NULL
3424,alexado01,1995,BBWAA,460.0,345.0,0.0,N,Player,NULL
3425,grossgr01,1995,BBWAA,460.0,345.0,0.0,N,Player,NULL
3426,rhoderi01,1995,BBWAA,460.0,345.0,0.0,N,Player,NULL
3427,trillma01,1995,BBWAA,460.0,345.0,0.0,N,Player,NULL
3428,ashburi01,1995,Veterans,NULL,NULL,NULL,Y,Player,NULL
3429,dayle99,1995,Veterans,NULL,NULL,NULL,Y,Player,NULL
3430,hulbewi99,1995,Veterans,NULL,NULL,NULL,Y,Pioneer/Executive,NULL
3431,willivi01,1995,Veterans,NULL,NULL,NULL,Y,Player,NULL
3432,niekrph01,1996,BBWAA,470.0,353.0,321.0,N,Player,NULL
3433,perezto01,1996,BBWAA,470.0,353.0,309.0,N,Player,NULL
3434,suttodo01,1996,BBWAA,470.0,353.0,300.0,N,Player,NULL
3435,garvest01,1996,BBWAA,470.0,353.0,175.0,N,Player,NULL
3436,santoro01,1996,BBWAA,470.0,353.0,174.0,N,Player,NULL
3437,olivato01,1996,BBWAA,470.0,353.0,170.0,N,Player,NULL
3438,riceji01,1996,BBWAA,470.0,353.0,166.0,N,Player,NULL
3439,suttebr01,1996,BBWAA,470.0,353.0,137.0,N,Player,NULL
3440,johnto01,1996,BBWAA,470.0,353.0,102.0,N,Player,NULL
3441,kaatji01,1996,BBWAA,470.0,353.0,91.0,N,Player,NULL
3442,allendi01,1996,BBWAA,470.0,353.0,89.0,N,Player,NULL
3443,floodcu01,1996,BBWAA,470.0,353.0,71.0,N,Player,NULL
3444,tiantlu01,1996,BBWAA,470.0,353.0,64.0,N,Player,NULL
3445,conceda01,1996,BBWAA,470.0,353.0,63.0,N,Player,NULL
3446,minosmi01,1996,BBWAA,470.0,353.0,62.0,N,Player,NULL
3447,pinsova01,1996,BBWAA,470.0,353.0,51.0,N,Player,NULL
3448,torrejo01,1996,BBWAA,470.0,353.0,50.0,N,Player,NULL
3449,guidrro01,1996,BBWAA,470.0,353.0,37.0,N,Player,NULL
3450,nettlgr01,1996,BBWAA,470.0,353.0,37.0,N,Player,NULL
3451,boonebo01,1996,BBWAA,470.0,353.0,36.0,N,Player,NULL
3452,lolicmi01,1996,BBWAA,470.0,353.0,33.0,N,Player,NULL
3453,lynnfr01,1996,BBWAA,470.0,353.0,26.0,N,Player,NULL
3454,bondsbo01,1996,BBWAA,470.0,353.0,24.0,N,Player,NULL
3455,hernake01,1996,BBWAA,470.0,353.0,24.0,N,Player,NULL
3456,staubru01,1996,BBWAA,470.0,353.0,24.0,N,Player,NULL
3457,quiseda01,1996,BBWAA,470.0,353.0,18.0,N,Player,NULL
3458,whitefr01,1996,BBWAA,470.0,353.0,18.0,N,Player,NULL
3459,bucknbi01,1996,BBWAA,470.0,353.0,10.0,N,Player,NULL
3460,reussje01,1996,BBWAA,470.0,353.0,2.0,N,Player,NULL
3461,tudorjo01,1996,BBWAA,470.0,353.0,2.0,N,Player,NULL
3462,lemonch01,1996,BBWAA,470.0,353.0,1.0,N,Player,NULL
3463,kneppbo01,1996,BBWAA,470.0,353.0,0.0,N,Player,NULL
3464,leonaje01,1996,BBWAA,470.0,353.0,0.0,N,Player,NULL
3465,rayjo01,1996,BBWAA,470.0,353.0,0.0,N,Player,NULL
3466,washicl01,1996,BBWAA,470.0,353.0,0.0,N,Player,NULL
3467,bunniji01,1996,Veterans,NULL,NULL,NULL,Y,Player,NULL
3468,fostebi99,1996,Veterans,NULL,NULL,NULL,Y,Player,NULL
3469,hanlone01,1996,Veterans,NULL,NULL,NULL,Y,Manager,NULL
3470,weaveea99,1996,Veterans,NULL,NULL,NULL,Y,Manager,NULL
3471,niekrph01,1997,BBWAA,473.0,353.0,380.0,Y,Player,NULL
3472,suttodo01,1997,BBWAA,473.0,353.0,346.0,N,Player,NULL
3473,perezto01,1997,BBWAA,473.0,353.0,312.0,N,Player,NULL
3474,santoro01,1997,BBWAA,473.0,353.0,186.0,N,Player,NULL
3475,riceji01,1997,BBWAA,473.0,353.0,178.0,N,Player,NULL
3476,garvest01,1997,BBWAA,473.0,353.0,167.0,N,Player,NULL
3477,suttebr01,1997,BBWAA,473.0,353.0,130.0,N,Player,NULL
3478,kaatji01,1997,BBWAA,473.0,353.0,107.0,N,Player,NULL
3479,torrejo01,1997,BBWAA,473.0,353.0,105.0,N,Player,NULL
3480,johnto01,1997,BBWAA,473.0,353.0,97.0,N,Player,NULL
3481,minosmi01,1997,BBWAA,473.0,353.0,84.0,N,Player,NULL
3482,parkeda01,1997,BBWAA,473.0,353.0,83.0,N,Player,NULL
3483,allendi01,1997,BBWAA,473.0,353.0,79.0,N,Player,NULL
3484,conceda01,1997,BBWAA,473.0,353.0,60.0,N,Player,NULL
3485,tiantlu01,1997,BBWAA,473.0,353.0,53.0,N,Player,NULL
3486,hernake01,1997,BBWAA,473.0,353.0,45.0,N,Player,NULL
3487,lolicmi01,1997,BBWAA,473.0,353.0,34.0,N,Player,NULL
3488,guidrro01,1997,BBWAA,473.0,353.0,31.0,N,Player,NULL
3489,boonebo01,1997,BBWAA,473.0,353.0,28.0,N,Player,NULL
3490,evansdw01,1997,BBWAA,473.0,353.0,28.0,N,Player,NULL
3491,griffke01,1997,BBWAA,473.0,353.0,22.0,N,Player,NULL
3492,lynnfr01,1997,BBWAA,473.0,353.0,22.0,N,Player,NULL
3493,nettlgr01,1997,BBWAA,473.0,353.0,22.0,N,Player,NULL
3494,bondsbo01,1997,BBWAA,473.0,353.0,20.0,N,Player,NULL
3495,staubru01,1997,BBWAA,473.0,353.0,18.0,N,Player,NULL
3496,reuscri01,1997,BBWAA,473.0,353.0,2.0,N,Player,NULL
3497,scottmi03,1997,BBWAA,473.0,353.0,2.0,N,Player,NULL
3498,templga01,1997,BBWAA,473.0,353.0,2.0,N,Player,NULL
3499,kennete02,1997,BBWAA,473.0,353.0,1.0,N,Player,NULL
3500,puhlte01,1997,BBWAA,473.0,353.0,1.0,N,Player,NULL
3501,foxne01,1997,Veterans,NULL,NULL,NULL,Y,Player,NULL
3502,lasorto01,1997,Veterans,NULL,NULL,NULL,Y,Manager,NULL
3503,wellswi99,1997,Veterans,NULL,NULL,NULL,Y,Player,NULL
3504,suttodo01,1998,BBWAA,473.0,355.0,386.0,Y,Player,NULL
3505,perezto01,1998,BBWAA,473.0,355.0,321.0,N,Player,NULL
3506,santoro01,1998,BBWAA,473.0,355.0,204.0,N,Player,NULL
3507,riceji01,1998,BBWAA,473.0,355.0,203.0,N,Player,NULL
3508,cartega01,1998,BBWAA,473.0,355.0,200.0,N,Player,NULL
3509,garvest01,1998,BBWAA,473.0,355.0,195.0,N,Player,NULL
3510,suttebr01,1998,BBWAA,473.0,355.0,147.0,N,Player,NULL
3511,johnto01,1998,BBWAA,473.0,355.0,129.0,N,Player,NULL
3512,kaatji01,1998,BBWAA,473.0,355.0,129.0,N,Player,NULL
3513,parkeda01,1998,BBWAA,473.0,355.0,116.0,N,Player,NULL
3514,blylebe01,1998,BBWAA,473.0,355.0,83.0,N,Player,NULL
3515,conceda01,1998,BBWAA,473.0,355.0,80.0,N,Player,NULL
3516,minosmi01,1998,BBWAA,473.0,355.0,76.0,N,Player,NULL
3517,tiantlu01,1998,BBWAA,473.0,355.0,62.0,N,Player,NULL
3518,hernake01,1998,BBWAA,473.0,355.0,51.0,N,Player,NULL
3519,evansdw01,1998,BBWAA,473.0,355.0,49.0,N,Player,NULL
3520,lolicmi01,1998,BBWAA,473.0,355.0,39.0,N,Player,NULL
3521,guidrro01,1998,BBWAA,473.0,355.0,37.0,N,Player,NULL
3522,boonebo01,1998,BBWAA,473.0,355.0,26.0,N,Player,NULL
3523,clarkja01,1998,BBWAA,473.0,355.0,7.0,N,Player,NULL
3524,guerrpe01,1998,BBWAA,473.0,355.0,6.0,N,Player,NULL
3525,randowi01,1998,BBWAA,473.0,355.0,5.0,N,Player,NULL
3526,lansfca01,1998,BBWAA,473.0,355.0,3.0,N,Player,NULL
3527,downibr01,1998,BBWAA,473.0,355.0,2.0,N,Player,NULL
3528,flanami01,1998,BBWAA,473.0,355.0,2.0,N,Player,NULL
3529,dempsri01,1998,BBWAA,473.0,355.0,1.0,N,Player,NULL
3530,davisge01,1998,Veterans,NULL,NULL,NULL,Y,Player,NULL
3531,dobyla01,1998,Veterans,NULL,NULL,NULL,Y,Player,NULL
3532,macphle99,1998,Veterans,NULL,NULL,NULL,Y,Pioneer/Executive,NULL
3533,roganbu99,1998,Veterans,NULL,NULL,NULL,Y,Player,NULL
3534,ryanno01,1999,BBWAA,497.0,373.0,491.0,Y,Player,NULL
3535,brettge01,1999,BBWAA,497.0,373.0,488.0,Y,Player,NULL
3536,yountro01,1999,BBWAA,497.0,373.0,385.0,Y,Player,NULL
3537,fiskca01,1999,BBWAA,497.0,373.0,330.0,N,Player,NULL
3538,perezto01,1999,BBWAA,497.0,373.0,302.0,N,Player,NULL
3539,cartega01,1999,BBWAA,497.0,373.0,168.0,N,Player,NULL
3540,garvest01,1999,BBWAA,497.0,373.0,150.0,N,Player,NULL
3541,riceji01,1999,BBWAA,497.0,373.0,146.0,N,Player,NULL
3542,suttebr01,1999,BBWAA,497.0,373.0,121.0,N,Player,NULL
3543,kaatji01,1999,BBWAA,497.0,373.0,100.0,N,Player,NULL
3544,murphda05,1999,BBWAA,497.0,373.0,96.0,N,Player,NULL
3545,johnto01,1999,BBWAA,497.0,373.0,93.0,N,Player,NULL
3546,parkeda01,1999,BBWAA,497.0,373.0,80.0,N,Player,NULL
3547,minosmi01,1999,BBWAA,497.0,373.0,73.0,N,Player,NULL
3548,blylebe01,1999,BBWAA,497.0,373.0,70.0,N,Player,NULL
3549,conceda01,1999,BBWAA,497.0,373.0,59.0,N,Player,NULL
3550,tiantlu01,1999,BBWAA,497.0,373.0,53.0,N,Player,NULL
3551,hernake01,1999,BBWAA,497.0,373.0,34.0,N,Player,NULL
3552,guidrro01,1999,BBWAA,497.0,373.0,31.0,N,Player,NULL
3553,boonebo01,1999,BBWAA,497.0,373.0,27.0,N,Player,NULL
3554,lolicmi01,1999,BBWAA,497.0,373.0,26.0,N,Player,NULL
3555,evansdw01,1999,BBWAA,497.0,373.0,18.0,N,Player,NULL
3556,bellge02,1999,BBWAA,497.0,373.0,6.0,N,Player,NULL
3557,candejo01,1999,BBWAA,497.0,373.0,1.0,N,Player,NULL
3558,boddimi01,1999,BBWAA,497.0,373.0,0.0,N,Player,NULL
3559,leibrch01,1999,BBWAA,497.0,373.0,0.0,N,Player,NULL
3560,tananfr01,1999,BBWAA,497.0,373.0,0.0,N,Player,NULL
3561,wittmi01,1999,BBWAA,497.0,373.0,0.0,N,Player,NULL
3562,cepedor01,1999,Veterans,NULL,NULL,NULL,Y,Player,NULL
3563,chylane99,1999,Veterans,NULL,NULL,NULL,Y,Umpire,NULL
3564,seleefr99,1999,Veterans,NULL,NULL,NULL,Y,Manager,NULL
3565,willijo99,1999,Veterans,NULL,NULL,NULL,Y,Player,NULL
3566,fiskca01,2000,BBWAA,499.0,375.0,397.0,Y,Player,NULL
3567,perezto01,2000,BBWAA,499.0,375.0,385.0,Y,Player,NULL
3568,riceji01,2000,BBWAA,499.0,375.0,257.0,N,Player,NULL
3569,cartega01,2000,BBWAA,499.0,375.0,248.0,N,Player,NULL
3570,suttebr01,2000,BBWAA,499.0,375.0,192.0,N,Player,NULL
3571,gossari01,2000,BBWAA,499.0,375.0,166.0,N,Player,NULL
3572,garvest01,2000,BBWAA,499.0,375.0,160.0,N,Player,NULL
3573,johnto01,2000,BBWAA,499.0,375.0,135.0,N,Player,NULL
3574,kaatji01,2000,BBWAA,499.0,375.0,125.0,N,Player,NULL
3575,murphda05,2000,BBWAA,499.0,375.0,116.0,N,Player,NULL
3576,morrija02,2000,BBWAA,499.0,375.0,111.0,N,Player,NULL
3577,parkeda01,2000,BBWAA,499.0,375.0,104.0,N,Player,NULL
3578,blylebe01,2000,BBWAA,499.0,375.0,87.0,N,Player,NULL
3579,tiantlu01,2000,BBWAA,499.0,375.0,86.0,N,Player,NULL
3580,conceda01,2000,BBWAA,499.0,375.0,67.0,N,Player,NULL
3581,hernake01,2000,BBWAA,499.0,375.0,52.0,N,Player,NULL
3582,guidrro01,2000,BBWAA,499.0,375.0,44.0,N,Player,NULL
3583,reardje01,2000,BBWAA,499.0,375.0,24.0,N,Player,NULL
3584,boonebo01,2000,BBWAA,499.0,375.0,21.0,N,Player,NULL
3585,wilsowi02,2000,BBWAA,499.0,375.0,10.0,N,Player,NULL
3586,sutclri01,2000,BBWAA,499.0,375.0,9.0,N,Player,NULL
3587,hrbekke01,2000,BBWAA,499.0,375.0,5.0,N,Player,NULL
3588,houghch01,2000,BBWAA,499.0,375.0,4.0,N,Player,NULL
3589,hendeda01,2000,BBWAA,499.0,375.0,2.0,N,Player,NULL
3590,saxst01,2000,BBWAA,499.0,375.0,2.0,N,Player,NULL
3591,gullibi01,2000,BBWAA,499.0,375.0,1.0,N,Player,NULL
3592,hurstbr01,2000,BBWAA,499.0,375.0,1.0,N,Player,NULL
3593,smithlo01,2000,BBWAA,499.0,375.0,1.0,N,Player,NULL
3594,welchbo01,2000,BBWAA,499.0,375.0,1.0,N,Player,NULL
3595,brookhu01,2000,BBWAA,499.0,375.0,0.0,N,Player,NULL
3596,andersp01,2000,Veterans,NULL,NULL,NULL,Y,Manager,NULL
